"location","time","life_expectancy","fertility_rate","pop_mlns"
"ITA",1998,79.1,1.2,57.04037
"ITA",1999,79.5,1.2,57.078
"ITA",2000,79.9,1.3,57.189
"ITA",2001,80.2,1.3,57.348
"ITA",2002,80.3,1.3,57.474
"ITA",2003,80.1,1.3,57.478
"ITA",2004,80.9,1.3,57.29746
"ITA",2005,80.9,1.3,57.71593
"ITA",2006,81.4,1.4,57.98418
"ITA",2007,81.5,1.4,58.27189
"ITA",2008,81.6,1.4,58.73968
"ITA",2009,81.7,1.4,59.14009
"ITA",2010,82.1,1.4,59.41965
"ITA",2011,82.3,1.4,59.65969
"ITA",2012,82.3,1.4,59.89803
"ITA",2013,82.8,1.4,60.22473
"ITA",2014,83.2,1.4,60.44791
"JPN",1960,67.8,2,93.419
"JPN",1961,68.4,2,94.285
"JPN",1962,68.7,2,95.178
"JPN",1963,69.8,2,96.156
"JPN",1964,70.3,2.1,97.186
"JPN",1965,70.3,2.1,98.275
"JPN",1966,71,1.6,99.054
"JPN",1967,71.5,2.2,100.243
"JPN",1968,71.7,2.1,101.408
"JPN",1969,71.9,2.1,102.648
"JPN",1970,72,2.1,103.72
"JPN",1971,72.9,2.2,105.014
"JPN",1972,73.2,2.1,107.332
"JPN",1973,73.4,2.1,108.71
"JPN",1974,73.7,2.1,110.049
"JPN",1975,74.3,1.9,111.94
"JPN",1976,74.8,1.9,113.089
"JPN",1977,75.3,1.8,114.154
"JPN",1978,75.7,1.8,115.174
"JPN",1979,76.2,1.8,116.133
"JPN",1980,76.1,1.8,117.06
"JPN",1981,76.5,1.7,117.884
"JPN",1982,76.9,1.8,118.693
"JPN",1983,77,1.8,119.483
"JPN",1984,77.4,1.8,120.235
"JPN",1985,77.6,1.8,121.049
"JPN",1986,78.1,1.7,121.672
"JPN",1987,78.5,1.7,122.264
"JPN",1988,78.4,1.7,122.783
"JPN",1989,78.8,1.6,123.255
"JPN",1990,78.9,1.5,123.611
"JPN",1991,79.1,1.5,124.043
"JPN",1992,79.2,1.5,124.452
"JPN",1993,79.4,1.5,124.764
"JPN",1994,79.8,1.5,125.034
"JPN",1995,79.6,1.4,125.57
"JPN",1996,80.3,1.4,125.864
"JPN",1997,80.5,1.4,126.166
"JPN",1998,80.6,1.4,126.4864
"JPN",1999,80.5,1.3,126.686
"JPN",2000,81.2,1.4,126.926
"JPN",2001,81.5,1.3,127.291
"JPN",2002,81.8,1.3,127.435
"JPN",2003,81.8,1.3,127.619
"JPN",2004,82.1,1.3,127.687
"JPN",2005,82,1.3,127.768
"JPN",2006,82.4,1.3,127.77
"JPN",2007,82.6,1.3,127.771
"JPN",2008,82.7,1.4,127.692
"JPN",2009,83,1.4,127.51
"JPN",2010,82.9,1.4,128.057
"JPN",2011,82.7,1.4,127.799
"JPN",2012,83.2,1.4,127.515
"JPN",2013,83.4,1.4,127.298
"KOR",1970,62.3,4.5,32.24083
"KOR",1971,62.7,4.5,32.8827
"KOR",1972,63.1,4.1,33.50541
"KOR",1973,63.5,4.1,34.10315
"KOR",1974,63.9,3.8,34.69227
"KOR",1975,64.3,3.4,35.28073
"KOR",1976,64.6,3,35.84852
"KOR",1977,65,3,36.4118
"KOR",1978,65.3,2.6,36.96918
"KOR",1979,65.6,2.9,37.53423
"KOR",1980,66.1,2.8,38.12377
"KOR",1981,66.7,2.6,38.72325
"KOR",1982,67.2,2.4,39.32635
"KOR",1983,67.7,2.1,39.9104
"KOR",1984,68.3,1.7,40.40596
"KOR",1985,68.9,1.7,40.80574
"KOR",1986,69.5,1.6,41.21368
"KOR",1987,70.1,1.5,41.62169
"KOR",1988,70.7,1.6,42.03125
"KOR",1989,71.2,1.6,42.44904
"KOR",1990,71.7,1.6,42.86928
"KOR",1991,72.2,1.7,43.2957
"KOR",1992,72.6,1.8,43.74796
"KOR",1993,73.1,1.7,44.19463
"KOR",1994,73.5,1.7,44.64154
"KOR",1995,73.8,1.6,45.09299
"KOR",1996,74.2,1.6,45.52468
"KOR",1997,74.7,1.5,45.95358
"KOR",1998,75.1,1.4,46.2865
"KOR",1999,75.5,1.4,46.61668
"KOR",2000,76,1.5,47.00811
"KOR",2001,76.5,1.3,47.35736
"KOR",2002,76.8,1.2,47.62218
"KOR",2003,77.3,1.2,47.85931
"KOR",2004,77.8,1.2,48.03941
"KOR",2005,78.2,1.1,48.13808
"KOR",2006,78.8,1.1,48.37195
"KOR",2007,79.2,1.3,48.59765
"KOR",2008,79.6,1.2,48.9487
"KOR",2009,80,1.1,49.18204
"KOR",2010,80.2,1.2,49.41037
"KOR",2011,80.6,1.2,49.77944
"KOR",2012,80.9,1.3,50.00444
"KOR",2013,81.4,1.2,50.22
"KOR",2014,81.8,1.2,50.424
"LUX",1960,69.4,2.3,0.313969
"LUX",1971,69.7,2,0.34242
"LUX",1972,70.9,1.8,0.3466
"LUX",1973,70.8,1.6,0.35045
"LUX",1974,70.8,1.6,0.35505
"LUX",1975,70.8,1.6,0.35895
"LUX",1976,70.8,1.5,0.360731
"LUX",1977,72.2,1.5,0.361357
"LUX",1978,72.1,1.5,0.362007
"LUX",1979,72.8,1.5,0.362855
"LUX",1980,72.8,1.5,0.36415
"LUX",1981,72.6,1.6,0.365225
"LUX",1982,72.7,1.5,0.365525
"LUX",1983,73.5,1.4,0.365622
"LUX",1984,73.3,1.4,0.365998
"LUX",1985,73.8,1.4,0.366706
"LUX",1986,74.7,1.4,0.368355
"LUX",1987,74.3,1.4,0.37075
"LUX",1988,75,1.5,0.37345
"LUX",1989,74.8,1.5,0.3771
"LUX",1990,75.6,1.6,0.38185
"LUX",1991,75.7,1.6,0.387
"LUX",1992,75.3,1.7,0.392175
"LUX",1993,75.9,1.7,0.397475
"LUX",1994,76.6,1.7,0.402925
"LUX",1995,76.8,1.7,0.408625
"LUX",1996,76.8,1.8,0.414225
"LUX",1997,77,1.7,0.41945
"LUX",1998,77.3,1.7,0.4247
"LUX",1999,77.9,1.7,0.430475
"LUX",2000,78,1.8,0.4363
"LUX",2001,77.9,1.7,0.4415
"LUX",2002,78.1,1.6,0.4462
"LUX",2003,77.8,1.6,0.45
"LUX",2004,79.2,1.7,0.455
"LUX",2005,79.5,1.6,0.4612
"LUX",2006,79.4,1.6,0.4691
"LUX",2007,79.5,1.6,0.4762
"LUX",2008,80.6,1.6,0.4838
"LUX",2009,80.7,1.6,0.4935
"LUX",2010,80.7,1.6,0.5021
"LUX",2011,81.1,1.5,0.5118
"LUX",2012,81.5,1.6,0.5249
"LUX",2013,81.9,1.6,0.537
"LUX",2014,82.3,1.5,0.5497
"MEX",1970,60.9,6.7,50.78524
"MEX",1971,62.4,6.6,52.34549
"MEX",1972,63.1,6.5,53.94499
"MEX",1973,63.7,6.4,55.57468
"MEX",1974,64.2,6.2,57.2322
"MEX",1975,64.7,5.9,58.9102
"MEX",1976,65.2,5.7,60.60077
"MEX",1977,65.7,5.4,62.29748
"MEX",1978,66.1,5.2,63.99456
"MEX",1979,66.6,4.9,65.68927
"MEX",1980,67.2,4.7,67.38423
"MEX",1981,67.7,4.5,69.08197
"MEX",1982,68.2,4.3,70.78277
"MEX",1983,68.6,4.2,72.47754
"MEX",1984,69.1,4,74.15733
"MEX",1985,69.5,3.9,75.82015
"MEX",1986,69.9,3.8,77.46854
"MEX",1987,70.2,3.7,79.10466
"MEX",1988,70.6,3.6,80.73296
"MEX",1989,70.8,3.5,82.35509
"MEX",1990,70.5,3.4,83.97102
"MEX",1991,70.9,3.3,85.58334
"MEX",1992,71.3,3.2,87.18483
"MEX",1993,71.7,3.1,88.75202
"MEX",1994,72,3,90.26577
"MEX",1995,72.3,3,91.72453
"MEX",1996,72.5,2.9,93.13009
"MEX",1997,72.8,2.8,94.47805
"MEX",1998,73,2.8,95.79013
"MEX",1999,73.2,2.7,97.11483
"MEX",2000,73.3,2.6,98.43855
"MEX",2001,73.5,2.6,99.71552
"MEX",2002,73.6,2.6,100.9094
"MEX",2003,73.8,2.5,101.9996
"MEX",2004,73.9,2.5,103.0019
"MEX",2005,74,2.5,107.151
"MEX",2006,74.1,2.4,108.4088
"MEX",2007,74.2,2.4,109.7874
"MEX",2008,74.1,2.3,111.299
"MEX",2009,74,2.3,112.8526
"MEX",2010,74.1,2.3,114.2556
"MEX",2011,74.2,2.3,115.6829
"MEX",2012,74.4,2.2,117.0538
"MEX",2013,74.6,2.2,118.3951
"MEX",2014,74.8,2.2,119.713
"NLD",1960,73.5,3.1,11.48663
"NLD",1961,73.8,3.2,11.63871
"NLD",1962,73.4,3.2,11.80569
"NLD",1963,73.4,3.2,11.96597
"NLD",1964,73.8,3.2,12.12712
"NLD",1965,73.6,3,12.29473
"NLD",1966,73.6,2.9,12.45625
"NLD",1967,73.9,2.8,12.5982
"NLD",1968,73.7,2.7,12.72972
"NLD",1969,73.6,2.7,12.87798
"NLD",1970,73.7,2.6,13.03853
"NLD",1971,73.9,2.4,13.1945
"NLD",1972,73.8,2.2,13.32859
"NLD",1973,74.2,1.9,13.43932
"NLD",1974,74.6,1.8,13.54506
"NLD",1975,74.6,1.7,13.66633
"NLD",1976,74.7,1.6,13.77404
"NLD",1977,75.3,1.6,13.85618
"NLD",1978,75.3,1.6,13.9417
"NLD",1979,75.7,1.6,14.03827
"NLD",1980,75.9,1.6,14.1498
"NLD",1981,76,1.6,14.24721
"NLD",1982,76.1,1.5,14.31269
"NLD",1983,76.3,1.5,14.36707
"NLD",1984,76.4,1.5,14.42421
"NLD",1985,76.5,1.5,14.49163
"NLD",1986,76.4,1.6,14.57228
"NLD",1987,76.9,1.6,14.66504
"NLD",1988,77.1,1.5,14.76009
"NLD",1989,76.9,1.6,14.84891
"NLD",1990,77,1.6,14.95151
"NLD",1991,77.2,1.6,15.0698
"NLD",1992,77.4,1.6,15.18417
"NLD",1993,77.1,1.6,15.29037
"NLD",1994,77.5,1.6,15.38284
"NLD",1995,77.6,1.5,15.45901
"NLD",1996,77.6,1.5,15.5305
"NLD",1997,78,1.6,15.61065
"NLD",1998,78,1.6,15.70721
"NLD",1999,77.9,1.7,15.81209
"NLD",2000,78.2,1.7,15.92551
"NLD",2001,78.3,1.7,16.04618
"NLD",2002,78.4,1.7,16.14893
"NLD",2003,78.7,1.7,16.2253
"NLD",2004,79.2,1.7,16.28178
"NLD",2005,79.5,1.7,16.31987
"NLD",2006,79.9,1.7,16.3461
"NLD",2007,80.3,1.7,16.3817
"NLD",2008,80.5,1.8,16.44559
"NLD",2009,80.8,1.8,16.53039
"NLD",2010,81,1.8,16.61539
"NLD",2011,81.3,1.8,16.69307
"NLD",2012,81.2,1.7,16.75496
"NLD",2013,81.4,1.7,16.80443
"NZL",1961,71.1,4.3,2.427
"NZL",1962,71.2,4.2,2.485
"NZL",1963,71.2,4.1,2.537
"NZL",1964,71.2,3.8,2.589
"NZL",1965,71.2,3.5,2.635
"NZL",1966,71.3,3.4,2.683
"NZL",1967,71.4,3.3,2.728
"NZL",1968,71.4,3.3,2.754
"NZL",1969,71.5,3.3,2.78
"NZL",1970,71.5,3.2,2.82
"NZL",1971,71.6,3.2,2.864
"NZL",1972,71.7,3,2.913
"NZL",1973,71.8,2.8,2.971
"NZL",1974,72,2.6,3.032
"NZL",1975,72.1,2.4,3.087
"NZL",1976,72.3,2.3,3.116
"NZL",1977,72.5,2.2,3.128
"NZL",1978,72.7,2.1,3.129
"NZL",1979,72.9,2.1,3.124
"NZL",1980,73.2,2,3.144
"NZL",1981,73.4,2,3.157
"NZL",1982,73.6,1.9,3.183
"NZL",1983,73.7,1.9,3.226
"NZL",1984,73.8,1.9,3.258
"NZL",1985,74,1.9,3.272
"NZL",1986,74.1,2,3.277
"NZL",1987,74.5,2,3.304
"NZL",1988,74.8,2.1,3.317
"NZL",1989,75.2,2.1,3.33
"NZL",1990,75.5,2.2,3.363
"NZL",1991,75.8,2.1,3.4951
"NZL",1992,76.1,2.1,3.5317
"NZL",1993,76.3,2,3.5722
"NZL",1994,76.6,2,3.62
"NZL",1995,76.8,2,3.6734
"NZL",1996,77.1,2,3.732
"NZL",1997,77.4,2,3.7813
"NZL",1998,77.7,1.9,3.815
"NZL",1999,78.1,2,3.8351
"NZL",2000,78.4,2,3.8577
"NZL",2001,78.7,2,3.8805
"NZL",2002,79,1.9,3.9485
"NZL",2003,79.3,1.9,4.0272
"NZL",2004,79.6,2,4.0875
"NZL",2005,79.8,2,4.1339
"NZL",2006,80.1,2,4.1846
"NZL",2007,80.3,2.2,4.2238
"NZL",2008,80.5,2.2,4.2598
"NZL",2009,80.7,2.1,4.3026
"NZL",2010,80.8,2.2,4.3507
"NZL",2011,81,2.1,4.384
"NZL",2012,81.2,2.1,4.4081
"NZL",2013,81.4,2,4.4421
"NZL",2014,81.5,1.9,4.5097
"NOR",1960,73.8,2.9,3.585
"NOR",1961,73.8,2.9,3.615
"NOR",1962,73.7,2.9,3.639
"NOR",1963,73.4,2.9,3.667
"NOR",1964,73.9,3,3.694
"NOR",1965,74,2.9,3.723
"NOR",1966,74.3,2.9,3.753
"NOR",1967,74.3,2.8,3.785
"NOR",1968,74.2,2.8,3.819
"NOR",1969,74,2.7,3.851
"NOR",1970,74.4,2.5,3.879
"NOR",1971,74.4,2.5,3.903
"NOR",1972,74.6,2.4,3.933
"NOR",1973,74.7,2.2,3.961
"NOR",1974,75.1,2.1,3.985
"NOR",1975,75.1,2,4.007
"NOR",1976,75.3,1.9,4.026
"NOR",1977,75.7,1.8,4.043
"NOR",1978,75.8,1.8,4.059
"NOR",1979,75.8,1.8,4.073
"NOR",1980,75.9,1.7,4.086
"NOR",1981,76.1,1.7,4.1
"NOR",1982,76.2,1.7,4.115
"NOR",1983,76.3,1.7,4.128
"NOR",1984,76.4,1.7,4.14
"NOR",1985,76.1,1.7,4.153
"NOR",1986,76.5,1.7,4.169
"NOR",1987,76.3,1.7,4.187
"NOR",1988,76.4,1.8,4.209
"NOR",1989,76.7,1.9,4.227
"NOR",1990,76.7,1.9,4.241
"NOR",1991,77.1,1.9,4.262
"NOR",1992,77.4,1.9,4.287
"NOR",1993,77.3,1.9,4.312
"NOR",1994,77.9,1.9,4.337
"NOR",1995,77.9,1.9,4.358979
"NOR",1996,78.3,1.9,4.381335
"NOR",1997,78.3,1.9,4.405157
"NOR",1998,78.5,1.8,4.431464
"NOR",1999,78.4,1.8,4.462
"NOR",2000,78.8,1.9,4.491
"NOR",2001,78.9,1.8,4.514
"NOR",2002,79,1.8,4.538
"NOR",2003,79.6,1.8,4.564
"NOR",2004,80.1,1.8,4.59191
"NOR",2005,80.3,1.8,4.623291
"NOR",2006,80.6,1.9,4.661
"NOR",2007,80.6,1.9,4.709
"NOR",2008,80.8,2,4.768
"NOR",2009,81,2,4.828726
"NOR",2010,81.2,1.9,4.889
"NOR",2011,81.4,1.9,4.953
"NOR",2012,81.5,1.9,5.019
"NOR",2013,81.8,1.8,5.08
"NOR",2014,82.2,1.8,5.137
"POL",1960,67.8,3,29.561
"POL",1961,67.8,2.8,29.965
"POL",1962,67.5,2.7,30.324
"POL",1963,68.5,2.7,30.691
"POL",1964,68.7,2.6,31.161
"POL",1965,69.5,2.5,31.496
"POL",1966,69.9,2.3,31.698
"POL",1967,69.5,2.3,31.944
"POL",1968,70.3,2.2,32.305
"POL",1969,69.8,2.2,32.555
"POL",1970,70,2.2,32.526
"POL",1971,69.7,2.3,32.805
"POL",1972,70.7,2.2,33.068
"POL",1973,70.7,2.3,33.363
"POL",1974,71.2,2.3,33.691
"POL",1975,70.6,2.3,34.022
"POL",1976,70.7,2.3,34.362
"POL",1977,70.5,2.2,34.698
"POL",1978,70.4,2.2,35.01
"POL",1979,70.9,2.3,35.257
"POL",1980,70.2,2.3,35.578
"POL",1981,71.2,2.2,35.902
"POL",1982,71.2,2.3,36.227
"POL",1983,71.1,2.4,36.571
"POL",1984,70.9,2.4,36.914
"POL",1985,71.1,2.3,37.203
"POL",1986,71,2.2,37.456
"POL",1987,71.5,2.2,37.664
"POL",1988,71.5,2.1,37.862
"POL",1989,71.2,2.1,37.937
"POL",1990,70.8,2,38.031
"POL",1991,70.5,2,38.109
"POL",1992,71.1,1.9,38.173
"POL",1993,71.6,1.8,38.221
"POL",1994,71.8,1.7,38.252
"POL",1995,72.1,1.5,38.275
"POL",1996,72.4,1.5,38.289
"POL",1997,72.8,1.5,38.292
"POL",1998,73.2,1.4,38.283
"POL",1999,73.2,1.4,38.27
"POL",2000,73.8,1.4,38.256
"POL",2001,74.2,1.3,38.251
"POL",2002,74.6,1.2,38.232
"POL",2003,74.7,1.2,38.195
"POL",2004,74.9,1.2,38.18
"POL",2005,75.1,1.2,38.161
"POL",2006,75.3,1.3,38.132
"POL",2007,75.4,1.3,38.116
"POL",2008,75.7,1.4,38.116
"POL",2009,75.8,1.4,38.153
"POL",2010,76.5,1.4,38.517
"POL",2011,76.8,1.3,38.526
"POL",2012,76.9,1.3,38.534
"POL",2013,77.1,1.3,38.502
"POL",2014,77.7,1.3,38.484
"PRT",1960,63.9,3.1,8.857716
"PRT",1961,62.7,3.2,8.929316
"PRT",1962,64.1,3.2,8.993985
"PRT",1963,64.7,3.1,9.030355
"PRT",1964,64.9,3.2,9.035365
"PRT",1965,65.8,3.1,8.998595
"PRT",1966,65.2,3.1,8.93099
"PRT",1967,66,3.1,8.87452
"PRT",1968,66.4,3,8.83665
"PRT",1969,65.9,3,8.757705
"PRT",1970,66.7,2.8,8.680431
"PRT",1971,66.4,2.8,8.643756
"PRT",1972,68.4,2.7,8.63043
"PRT",1973,67.5,2.7,8.6331
"PRT",1974,68.1,2.6,8.754365
"PRT",1975,68.4,2.6,9.09347
"PRT",1976,69,2.6,9.35581
"PRT",1977,70.1,2.5,9.455675
"PRT",1978,70.5,2.3,9.55825
"PRT",1979,71.3,2.2,9.661265
"PRT",1980,71.4,2.2,9.766312
"PRT",1981,71.7,2.1,9.851362
"PRT",1982,72.5,2.1,9.91177
"PRT",1983,72.4,2,9.957865
"PRT",1984,72.7,1.9,9.996232
"PRT",1985,73,1.7,10.02361
"PRT",1986,73.4,1.7,10.03273
"PRT",1987,73.8,1.6,10.03003
"PRT",1988,73.8,1.6,10.01961
"PRT",1989,74.4,1.6,10.005
"PRT",1990,74.1,1.6,9.983218
"PRT",1991,74.1,1.6,9.960235
"PRT",1992,74.7,1.5,9.952493
"PRT",1993,74.6,1.5,9.964674
"PRT",1994,75.5,1.4,9.991525
"PRT",1995,75.4,1.4,10.02618
"PRT",1996,75.3,1.4,10.06394
"PRT",1997,75.8,1.5,10.10898
"PRT",1998,76,1.5,10.1602
"PRT",1999,76.3,1.5,10.21783
"PRT",2000,76.9,1.6,10.2899
"PRT",2001,77.2,1.5,10.36272
"PRT",2002,77.4,1.5,10.41963
"PRT",2003,77.5,1.4,10.45882
"PRT",2004,78.4,1.4,10.48386
"PRT",2005,78.2,1.4,10.50333
"PRT",2006,79,1.4,10.52229
"PRT",2007,79.2,1.4,10.54296
"PRT",2008,79.5,1.4,10.55818
"PRT",2009,79.7,1.4,10.56825
"PRT",2010,80,1.4,10.5731
"PRT",2011,80.6,1.4,10.55756
"PRT",2012,80.5,1.3,10.51484
"PRT",2013,80.8,1.2,10.45729
"SVK",1960,70.3,3.1,4.068094
"SVK",1961,70.9,3,4.191667
"SVK",1962,70.4,2.8,4.238188
"SVK",1963,70.8,2.9,4.282016
"SVK",1964,71.2,2.9,4.327341
"SVK",1965,70.4,2.8,4.370983
"SVK",1966,70.6,2.7,4.411666
"SVK",1967,71.2,2.5,4.449367
"SVK",1968,70.7,2.4,4.483914
"SVK",1969,70.1,2.4,4.518607
"SVK",1970,70,2.4,4.538222
"SVK",1971,70,2.4,4.557448
"SVK",1972,70.5,2.5,4.596621
"SVK",1973,70.1,2.6,4.641444
"SVK",1974,70.3,2.6,4.689623
"SVK",1975,70.5,2.5,4.739105
"SVK",1976,70.6,2.5,4.789506
"SVK",1977,70.6,2.5,4.8405
"SVK",1978,70.6,2.5,4.890124
"SVK",1979,70.9,2.4,4.938972
"SVK",1980,70.6,2.3,4.979815
"SVK",1981,70.9,2.3,5.016105
"SVK",1982,71,2.3,5.055098
"SVK",1983,70.7,2.3,5.091971
"SVK",1984,71,2.3,5.127097
"SVK",1985,71,2.3,5.161767
"SVK",1986,71.2,2.2,5.193837
"SVK",1987,71.4,2.1,5.22284
"SVK",1988,71.5,2.1,5.250596
"SVK",1989,71.3,2.1,5.275941
"SVK",1990,71.2,2.1,5.299187
"SVK",1991,71.2,2,5.303294
"SVK",1992,71.6,2,5.305016
"SVK",1993,72.1,1.9,5.325305
"SVK",1994,72.5,1.7,5.346331
"SVK",1995,72.5,1.5,5.361998
"SVK",1996,72.9,1.5,5.373361
"SVK",1997,72.9,1.4,5.383291
"SVK",1998,72.8,1.4,5.390516
"SVK",1999,73.2,1.3,5.396019
"SVK",2000,73.4,1.3,5.38872
"SVK",2001,73.6,1.2,5.378867
"SVK",2002,73.8,1.2,5.376912
"SVK",2003,73.8,1.2,5.373374
"SVK",2004,74.2,1.2,5.37228
"SVK",2005,74.2,1.3,5.372806
"SVK",2006,74.4,1.2,5.373054
"SVK",2007,74.5,1.3,5.374622
"SVK",2008,75,1.3,5.379232
"SVK",2009,75.3,1.4,5.386405
"SVK",2010,75.6,1.4,5.391428
"SVK",2011,76.1,1.5,5.398384
"SVK",2012,76.2,1.3,5.407579
"SVK",2013,76.5,1.3,5.415949
"ESP",1960,69.8,2.9,30.256
"ESP",1970,72,2.9,33.75282
"ESP",1975,73.4,2.8,35.68771
"ESP",1976,73.7,2.8,36.11804
"ESP",1977,74.2,2.7,36.56384
"ESP",1978,74.4,2.6,36.97147
"ESP",1979,74.9,2.4,37.28901
"ESP",1980,75.4,2.2,37.52691
"ESP",1981,75.7,2,37.76446
"ESP",1982,76.3,1.9,37.98711
"ESP",1983,76,1.8,38.16026
"ESP",1984,76.4,1.7,38.32524
"ESP",1985,76.4,1.6,38.46702
"ESP",1986,76.7,1.6,38.57194
"ESP",1987,76.9,1.5,38.68232
"ESP",1988,76.9,1.5,38.76431
"ESP",1989,77,1.4,38.82138
"ESP",1990,77,1.4,38.86083
"ESP",1991,77.1,1.3,38.94162
"ESP",1992,77.6,1.3,39.14794
"ESP",1993,77.7,1.3,39.35608
"ESP",1994,78.1,1.2,39.54735
"ESP",1995,78.1,1.2,39.71889
"ESP",1996,78.3,1.2,39.88425
"ESP",1997,78.8,1.2,40.04997
"ESP",1998,78.9,1.2,40.21407
"ESP",1999,78.8,1.2,40.36967
"ESP",2000,79.3,1.2,40.55439
"ESP",2001,79.8,1.2,40.76605
"ESP",2002,79.9,1.3,41.42352
"ESP",2003,79.7,1.3,42.19623
"ESP",2004,80.4,1.3,42.85917
"ESP",2005,80.3,1.3,43.66261
"ESP",2006,81.1,1.4,44.36052
"ESP",2007,81.2,1.4,45.236
"ESP",2008,81.5,1.5,45.98317
"ESP",2009,81.9,1.4,46.36755
"ESP",2010,82.4,1.4,46.56248
"ESP",2011,82.6,1.3,46.73626
"ESP",2012,82.5,1.3,46.7664
"ESP",2013,83.2,1.3,46.59323
"ESP",2014,83.3,1.3,46.46405
"SWE",1960,73.1,2.2,7.484656
"SWE",1961,73.5,2.2,7.519997
"SWE",1962,73.4,2.3,7.561588
"SWE",1963,73.6,2.3,7.604327
"SWE",1964,73.8,2.5,7.661353
"SWE",1965,73.9,2.4,7.733853
"SWE",1966,74.2,2.4,7.807797
"SWE",1967,74.2,2.3,7.867931
"SWE",1968,74.1,2.1,7.912273
"SWE",1969,74.2,1.9,7.968071
"SWE",1970,74.8,1.9,8.0428
"SWE",1971,74.8,2,8.098334
"SWE",1972,74.8,1.9,8.122299
"SWE",1973,75,1.9,8.136312
"SWE",1974,75.1,1.9,8.159955
"SWE",1975,75.2,1.8,8.192437
"SWE",1976,75.1,1.7,8.222285
"SWE",1977,75.6,1.6,8.25154
"SWE",1978,75.7,1.6,8.275598
"SWE",1979,75.7,1.7,8.293677
"SWE",1980,75.9,1.7,8.31053
"SWE",1981,76.2,1.6,8.320502
"SWE",1982,76.5,1.6,8.325263
"SWE",1983,76.7,1.6,8.329032
"SWE",1984,77,1.7,8.336605
"SWE",1985,76.8,1.7,8.350386
"SWE",1986,77.1,1.8,8.369829
"SWE",1987,77.3,1.8,8.397804
"SWE",1988,77.1,2,8.436488
"SWE",1989,77.8,2,8.492963
"SWE",1990,77.7,2.1,8.558834
"SWE",1991,77.9,2.1,8.617375
"SWE",1992,78.2,2.1,8.668066
"SWE",1993,78.2,2,8.718561
"SWE",1994,78.9,1.9,8.780745
"SWE",1995,79,1.7,8.826938
"SWE",1996,79.2,1.6,8.840997
"SWE",1997,79.4,1.5,8.846062
"SWE",1998,79.5,1.5,8.850973
"SWE",1999,79.6,1.5,8.857874
"SWE",2000,79.7,1.5,8.872109
"SWE",2001,79.9,1.6,8.89596
"SWE",2002,79.9,1.7,8.924958
"SWE",2003,80.3,1.7,8.958229
"SWE",2004,80.6,1.8,8.993531
"SWE",2005,80.7,1.8,9.029572
"SWE",2006,81,1.9,9.080504
"SWE",2007,81.1,1.9,9.148092
"SWE",2008,81.3,1.9,9.219637
"SWE",2009,81.5,1.9,9.298514
"SWE",2010,81.6,2,9.378126
"SWE",2011,81.9,1.9,9.449212
"SWE",2012,81.8,1.9,9.519374
"SWE",2013,82,1.9,9.609
"CHE",1960,71.4,2.4,5.327827
"CHE",1961,71.8,2.5,5.434294
"CHE",1962,71.3,2.6,5.573815
"CHE",1963,71.3,2.7,5.694247
"CHE",1964,72.2,2.7,5.789228
"CHE",1965,72.3,2.6,5.856472
"CHE",1966,72.5,2.5,5.918002
"CHE",1967,72.8,2.4,5.991785
"CHE",1968,72.7,2.3,6.067713
"CHE",1969,72.7,2.2,6.136387
"CHE",1970,73.1,2.1,6.180882
"CHE",1971,73.3,2,6.213405
"CHE",1972,73.8,1.9,6.260956
"CHE",1973,74.1,1.8,6.307348
"CHE",1974,74.4,1.7,6.341406
"CHE",1975,74.8,1.6,6.338632
"CHE",1976,74.9,1.5,6.302505
"CHE",1977,75.4,1.5,6.281175
"CHE",1978,75.4,1.5,6.281737
"CHE",1979,75.7,1.5,6.294364
"CHE",1980,75.7,1.6,6.319409
"CHE",1981,75.9,1.5,6.354073
"CHE",1982,76.2,1.6,6.391309
"CHE",1983,76.2,1.5,6.418774
"CHE",1984,76.9,1.5,6.441865
"CHE",1985,77,1.5,6.470366
"CHE",1986,77.1,1.5,6.504125
"CHE",1987,77.5,1.5,6.545107
"CHE",1988,77.5,1.6,6.593387
"CHE",1989,77.7,1.6,6.646912
"CHE",1990,77.5,1.6,6.712273
"CHE",1991,77.8,1.6,6.799979
"CHE",1992,78,1.6,6.875364
"CHE",1993,78.4,1.5,6.938265
"CHE",1994,78.6,1.5,6.993795
"CHE",1995,78.7,1.5,7.040687
"CHE",1996,79.1,1.5,7.071851
"CHE",1997,79.3,1.5,7.088906
"CHE",1998,79.6,1.5,7.110002
"CHE",1999,79.8,1.5,7.143991
"CHE",2000,79.9,1.5,7.18425
"CHE",2001,80.4,1.4,7.226647
"CHE",2002,80.6,1.4,7.284754
"CHE",2003,80.6,1.4,7.339
"CHE",2004,81.2,1.4,7.389625
"CHE",2005,81.4,1.4,7.437115
"CHE",2006,81.7,1.4,7.483934
"CHE",2007,82,1.5,7.551117
"CHE",2008,82.2,1.5,7.647675
"CHE",2009,82.3,1.5,7.743831
"CHE",2010,82.6,1.5,7.82797
"CHE",2011,82.8,1.5,7.912398
"CHE",2012,82.8,1.5,7.996861
"CHE",2013,82.9,1.5,8.14
"TUR",1960,48.3,6.4,27.506
"TUR",1961,49,6.3,28.227
"TUR",1962,49.7,6.3,28.931
"TUR",1963,50.3,6.2,29.652
"TUR",1964,51,6,30.391
"TUR",1965,51.6,5.8,31.149
